tagId,timestamp,dateTime,loc(x),loc(y),loc(z),yaw,roll,pitch,acc(x),acc(y),acc(z),gyro,magnetic,label
26651,1650215005.83,"19:03:25,830000",3139,4963,830,0.015,0.063,-0.003,56,1,954,"{'x': 0.25, 'y': -0.0625, 'z': -0.0625}","{'x': 1.1875, 'y': 6.75, 'z': -16.75}",2
26660,1650215005.905,"19:03:25,905000",3379,5564,1299,4.671,0.076,0.049,133,23,931,"{'x': 16.4375, 'y': -3.9375, 'z': 16.1875}","{'x': 15.1875, 'y': 1.0625, 'z': -43.0625}",2
26651,1650215005.996,"19:03:25,996000",3141,4965,827,0.015,0.063,-0.003,56,2,954,"{'x': -0.0625, 'y': 0.125, 'z': 0.0625}","{'x': 0.375, 'y': 7.875, 'z': -16.75}",2
26651,1650215006.165,"19:03:26,165000",3146,4965,818,0.015,0.063,-0.003,56,0,955,"{'x': -0.125, 'y': -0.125, 'z': -0.1875}","{'x': 0.375, 'y': 7.875, 'z': -17.5625}",2
26660,1650215006.244,"19:03:26,244000",3388,5579,1257,4.619,0.026,0.004,-40,-6,895,"{'x': 35.5, 'y': -6, 'z': 13.875}","{'x': 16.25, 'y': -2.5625, 'z': -43.5625}",2
26651,1650215006.336,"19:03:26,336000",3146,4967,826,0.015,0.063,-0.003,58,1,952,"{'x': 0.1875, 'y': -0.125, 'z': -0.125}","{'x': 0.375, 'y': 7.5625, 'z': -17.5625}",2
26660,1650215006.412,"19:03:26,412000",3371,5595,1180,4.603,-0.012,-0.031,-53,140,841,"{'x': 4.125, 'y': 13.5, 'z': 1.1875}","{'x': 17.75, 'y': -4.875, 'z': -41.875}",2
26651,1650215006.481,"19:03:26,481000",3148,4967,826,0.015,0.063,-0.003,56,0,954,"{'x': -0.125, 'y': 0.125, 'z': -0.125}","{'x': 0.75, 'y': 7.5625, 'z': -16.75}",2
26660,1650215006.558,"19:03:26,558000",3359,5614,1158,4.596,-0.024,-0.04,-95,117,913,"{'x': 7.5, 'y': 2.25, 'z': 5.0625}","{'x': 18.875, 'y': -6.375, 'z': -42.6875}",2
26651,1650215006.647,"19:03:26,647000",3154,4966,830,0.015,0.063,-0.003,56,2,954,"{'x': -0.0625, 'y': 0.125, 'z': 0.125}","{'x': 1.1875, 'y': 7.1875, 'z': -18.0625}",2
26660,1650215006.719,"19:03:26,719000",3352,5640,1153,4.586,-0.025,-0.064,-100,138,961,"{'x': 4.9375, 'y': 6.0625, 'z': 1.25}","{'x': 19.25, 'y': -6.5625, 'z': -42.6875}",2
26651,1650215006.802,"19:03:26,802000",3153,4967,828,0.015,0.063,-0.003,55,4,953,"{'x': -0.3125, 'y': 0.25, 'z': 0.0625}","{'x': 1.5625, 'y': 7.875, 'z': -16.375}",2
26660,1650215006.867,"19:03:26,867000",3342,5669,1147,4.555,-0.007,-0.111,35,108,1131,"{'x': 2.375, 'y': -12.6875, 'z': 11.9375}","{'x': 18.1875, 'y': -8.875, 'z': -40.75}",2
26651,1650215006.947,"19:03:26,947000",3157,4966,833,0.015,0.063,-0.003,57,0,954,"{'x': 0.0625, 'y': 0, 'z': 0.0625}","{'x': 0.75, 'y': 7.1875, 'z': -17.1875}",2
26660,1650215007.027,"19:03:27,027000",3338,5709,1168,4.523,-0.026,-0.089,-45,-27,926,"{'x': -14.625, 'y': -3.9375, 'z': 21.125}","{'x': 18.875, 'y': -9.6875, 'z': -42.875}",2
26651,1650215007.101,"19:03:27,101000",3152,4966,869,0.015,0.063,-0.003,57,1,954,"{'x': 0.25, 'y': -0.1875, 'z': -0.0625}","{'x': 0.375, 'y': 8.25, 'z': -16.375}",2
26660,1650215007.175,"19:03:27,175000",3326,5750,1158,4.469,-0.024,-0.075,-10,137,873,"{'x': -10.6875, 'y': 13.875, 'z': 17.5}","{'x': 18.5, 'y': -9.6875, 'z': -42.375}",2
26651,1650215007.26,"19:03:27,260000",3149,4963,890,0.015,0.063,-0.003,57,1,955,"{'x': 0.0625, 'y': 0.0625, 'z': 0.1875}","{'x': 1.1875, 'y': 7.875, 'z': -17.5625}",2
26651,1650215007.459,"19:03:27,459000",3152,4964,903,0.015,0.063,-0.003,58,2,953,"{'x': 0.1875, 'y': 0, 'z': 0}","{'x': 0.375, 'y': 8.25, 'z': -16.75}",2
26660,1650215007.53,"19:03:27,530000",3309,5806,1128,4.276,0.011,-0.084,-29,-41,1176,"{'x': -7.5, 'y': -8.375, 'z': 53.125}","{'x': 17.1875, 'y': -12.5625, 'z': -42.375}",2
26651,1650215007.601,"19:03:27,601000",3154,4964,911,0.015,0.063,-0.003,56,1,956,"{'x': 0.125, 'y': 0, 'z': -0.0625}","{'x': 1.1875, 'y': 7.1875, 'z': -17.1875}",2
26660,1650215007.682,"19:03:27,682000",3287,5853,1088,4.151,0.008,-0.116,-92,140,925,"{'x': -15.125, 'y': 1.4375, 'z': 45.9375}","{'x': 15.875, 'y': -15.1875, 'z': -42}",2
26651,1650215007.766,"19:03:27,766000",3155,4964,897,0.015,0.063,-0.003,56,3,956,"{'x': 0.125, 'y': 0, 'z': -0.125}","{'x': 1.1875, 'y': 7.5625, 'z': -16.375}",2
26660,1650215007.843,"19:03:27,843000",3269,5916,1096,4.043,-0.017,-0.077,-103,145,936,"{'x': 7, 'y': 6.8125, 'z': 28.125}","{'x': 14.5, 'y': -17.0625, 'z': -41.5625}",2
26651,1650215007.919,"19:03:27,919000",3157,4963,912,0.015,0.063,-0.003,58,3,955,"{'x': 0, 'y': 0.125, 'z': 0.0625}","{'x': 0.75, 'y': 7.5625, 'z': -16.75}",2
26660,1650215008,"19:03:28,000000",3236,5983,1109,3.94,-0.016,-0.111,-39,163,974,"{'x': 8.1875, 'y': -7.75, 'z': 37.25}","{'x': 13, 'y': -18.5625, 'z': -40.75}",2
26651,1650215008.08,"19:03:28,080000",3158,4965,912,0.015,0.063,-0.003,58,1,955,"{'x': -0.0625, 'y': 0.0625, 'z': -0.0625}","{'x': 0.75, 'y': 7.5625, 'z': -16.75}",2
26660,1650215008.15,"19:03:28,150000",3211,6055,1115,3.871,-0.023,-0.141,-104,16,1053,"{'x': -7.25, 'y': 5.875, 'z': 9.8125}","{'x': 11.875, 'y': -20.75, 'z': -40.75}",2
26651,1650215008.246,"19:03:28,246000",3159,4964,937,0.015,0.063,-0.003,55,2,955,"{'x': 0.1875, 'y': 0.125, 'z': -0.125}","{'x': 0.75, 'y': 7.875, 'z': -16.375}",2
26660,1650215008.318,"19:03:28,318000",3181,6130,1121,3.82,-0.011,-0.125,-32,31,944,"{'x': -12.8125, 'y': 2.75, 'z': 22.5}","{'x': 11.1875, 'y': -21.5, 'z': -40.5}",2
26651,1650215008.394,"19:03:28,394000",3156,4963,944,0.015,0.063,-0.003,56,3,954,"{'x': -0.125, 'y': 0, 'z': -0.125}","{'x': 1.1875, 'y': 7.5625, 'z': -16.75}",2
26660,1650215008.476,"19:03:28,476000",3149,6212,1151,3.747,0,-0.121,10,147,896,"{'x': -12.5, 'y': -4.9375, 'z': 26.875}","{'x': 10, 'y': -21.875, 'z': -40.25}",2
26651,1650215008.566,"19:03:28,566000",3154,4962,950,0.015,0.063,-0.003,57,1,955,"{'x': 0, 'y': -0.0625, 'z': -0.125}","{'x': 0.75, 'y': 8.25, 'z': -16.75}",2
26660,1650215008.627,"19:03:28,627000",3106,6284,1190,3.667,0.013,-0.096,-35,115,1042,"{'x': 2.9375, 'y': 3.5, 'z': 34.375}","{'x': 7, 'y': -21.5, 'z': -40.875}",2
26651,1650215008.724,"19:03:28,724000",3156,4962,939,0.015,0.063,-0.003,55,1,954,"{'x': 0.1875, 'y': 0, 'z': -0.0625}","{'x': 0.75, 'y': 7.5625, 'z': -17.1875}",2
26660,1650215008.808,"19:03:28,808000",3072,6360,1268,3.551,-0.002,-0.11,-119,-58,1096,"{'x': -29.5, 'y': -2.75, 'z': 43.9375}","{'x': 6.375, 'y': -22.5625, 'z': -41.25}",2
26651,1650215008.883,"19:03:28,883000",3159,4962,939,0.015,0.063,-0.003,58,0,955,"{'x': 0.1875, 'y': 0.0625, 'z': -0.0625}","{'x': 0.75, 'y': 7.875, 'z': -16.375}",2
26660,1650215008.95,"19:03:28,950000",3032,6435,1330,3.434,-0.007,-0.104,-132,126,874,"{'x': -13.125, 'y': -11.5625, 'z': 42}","{'x': 5.1875, 'y': -21.75, 'z': -41.25}",2
26651,1650215009.031,"19:03:29,031000",3156,4962,958,0.015,0.063,-0.003,56,1,955,"{'x': -0.0625, 'y': -0.0625, 'z': 0.125}","{'x': 1.1875, 'y': 7.5625, 'z': -15.875}",2
26651,1650215009.214,"19:03:29,214000",3152,4961,962,0.015,0.063,-0.003,57,2,955,"{'x': -0.125, 'y': 0, 'z': 0}","{'x': 0.375, 'y': 7.5625, 'z': -16.375}",2
26651,1650215009.392,"19:03:29,392000",3156,4961,952,0.015,0.063,-0.003,55,2,955,"{'x': 0.1875, 'y': 0, 'z': 0.125}","{'x': 1.1875, 'y': 7.5625, 'z': -15.875}",2
26660,1650215009.467,"19:03:29,467000",2887,6568,1335,3.169,-0.011,-0.087,19,-2,1018,"{'x': 23.75, 'y': 0.125, 'z': 21.4375}","{'x': 0.375, 'y': -23.875, 'z': -41.25}",2
26651,1650215009.543,"19:03:29,543000",3161,4962,938,0.015,0.063,-0.003,56,1,952,"{'x': -0.25, 'y': 0.125, 'z': 0.125}","{'x': 0.75, 'y': 7.5625, 'z': -16.75}",2
26651,1650215009.721,"19:03:29,721000",3163,4961,943,0.015,0.063,-0.003,56,3,956,"{'x': 0.125, 'y': -0.0625, 'z': 0}","{'x': 0.75, 'y': 7.875, 'z': -15.875}",2
26660,1650215009.791,"19:03:29,791000",2790,6613,1330,3.086,-0.02,-0.058,-56,111,980,"{'x': -14, 'y': 5.9375, 'z': 23.0625}","{'x': -1.0625, 'y': -22.75, 'z': -40.875}",2
26651,1650215009.876,"19:03:29,876000",3166,4960,938,0.015,0.063,-0.003,56,1,955,"{'x': -0.125, 'y': 0.0625, 'z': 0}","{'x': 0.375, 'y': 7.1875, 'z': -17.1875}",2
26660,1650215009.943,"19:03:29,943000",2708,6669,1350,3.013,-0.017,-0.084,-84,82,1023,"{'x': 28.9375, 'y': 1.75, 'z': 34.1875}","{'x': -1.375, 'y': -21.6875, 'z': -42.5}",2
26651,1650215010.052,"19:03:30,052000",3165,4961,947,0.015,0.063,-0.003,55,0,951,"{'x': 0.0625, 'y': 0, 'z': 0}","{'x': -0.375, 'y': 6.75, 'z': -15.875}",2
26660,1650215010.113,"19:03:30,113000",2615,6705,1381,2.899,-0.012,-0.098,-140,122,632,"{'x': 46.875, 'y': 6.8125, 'z': 47.625}","{'x': -4.0625, 'y': -22.75, 'z': -42.0625}",2
26651,1650215010.204,"19:03:30,204000",3159,4961,949,0.015,0.063,-0.003,58,3,952,"{'x': -0.1875, 'y': 0, 'z': 0.0625}","{'x': 0, 'y': 8.25, 'z': -17.5625}",2
26660,1650215010.274,"19:03:30,274000",2505,6736,1422,2.791,0.02,-0.073,-46,58,918,"{'x': 12.9375, 'y': -1.25, 'z': 41.625}","{'x': -6.875, 'y': -21.1875, 'z': -42.0625}",2
26651,1650215010.367,"19:03:30,367000",3159,4958,941,0.015,0.063,-0.003,59,1,955,"{'x': 0.125, 'y': 0.1875, 'z': -0.0625}","{'x': 1.1875, 'y': 8.25, 'z': -17.5625}",2
26660,1650215010.447,"19:03:30,447000",2373,6745,1414,2.699,0.022,-0.083,-40,112,983,"{'x': 5.625, 'y': 1.3125, 'z': 28}","{'x': -10.6875, 'y': -20.5, 'z': -41.6875}",2
26651,1650215010.527,"19:03:30,527000",3162,4957,926,0.015,0.063,-0.003,58,2,956,"{'x': -0.125, 'y': -0.0625, 'z': 0}","{'x': 0.375, 'y': 8.25, 'z': -16.75}",2
26660,1650215010.604,"19:03:30,604000",2255,6748,1407,2.645,0.016,-0.1,-106,-110,1171,"{'x': -28.875, 'y': 6.1875, 'z': 12.9375}","{'x': -10.25, 'y': -20.5, 'z': -42.0625}",2
26651,1650215010.693,"19:03:30,693000",3164,4958,930,0.015,0.063,-0.003,57,1,951,"{'x': 0, 'y': 0, 'z': 0.0625}","{'x': 0.375, 'y': 7.875, 'z': -15.875}",2
26660,1650215010.754,"19:03:30,754000",2131,6741,1401,2.587,0.027,-0.082,17,13,1014,"{'x': -23.25, 'y': -2.9375, 'z': 19.75}","{'x': -11.5, 'y': -20.0625, 'z': -41.6875}",2
26651,1650215010.844,"19:03:30,844000",3171,4957,924,0.015,0.063,-0.003,56,4,951,"{'x': -0.0625, 'y': 0, 'z': -0.125}","{'x': 0, 'y': 7.5625, 'z': -16.25}",2
26660,1650215010.91,"19:03:30,910000",2010,6725,1394,2.534,0.021,-0.087,-25,144,872,"{'x': -8.8125, 'y': 4.3125, 'z': 19.0625}","{'x': -13, 'y': -19.375, 'z': -40.875}",2
26651,1650215010.986,"19:03:30,986000",3173,4956,921,0.015,0.063,-0.003,57,0,954,"{'x': 0, 'y': 0, 'z': -0.125}","{'x': 1.1875, 'y': 6.75, 'z': -15.875}",2
26660,1650215011.068,"19:03:31,068000",1880,6696,1394,2.458,0.017,-0.065,-38,42,1088,"{'x': 9.375, 'y': 0.875, 'z': 29.5625}","{'x': -13.6875, 'y': -17.0625, 'z': -42.0625}",2
26651,1650215011.146,"19:03:31,146000",3170,4958,942,0.015,0.063,-0.003,55,0,954,"{'x': 0.375, 'y': 0, 'z': -0.0625}","{'x': 1.1875, 'y': 7.875, 'z': -16.75}",2
26660,1650215011.23,"19:03:31,230000",1758,6666,1375,2.37,0.015,-0.071,-108,-230,1328,"{'x': -51, 'y': -10.25, 'z': 37.8125}","{'x': -13.6875, 'y': -16.75, 'z': -41.6875}",2
26651,1650215011.3,"19:03:31,300000",3174,4957,920,0.015,0.063,-0.003,58,4,954,"{'x': 0.125, 'y': 0, 'z': 0.125}","{'x': 1.1875, 'y': 8.25, 'z': -15.875}",2
26660,1650215011.387,"19:03:31,387000",1646,6622,1373,2.226,0.026,-0.062,-60,44,1059,"{'x': -30.1875, 'y': -12.625, 'z': 44.75}","{'x': -16, 'y': -14.5, 'z': -41.5625}",2
26651,1650215011.459,"19:03:31,459000",3170,4954,891,0.015,0.063,-0.003,55,1,952,"{'x': -0.25, 'y': -0.0625, 'z': 0}","{'x': 1.5625, 'y': 7.5625, 'z': -15.5}",2
26660,1650215011.54,"19:03:31,540000",1530,6571,1364,2.128,0.02,-0.064,-74,165,817,"{'x': 8.75, 'y': 4.4375, 'z': 31.125}","{'x': -17.0625, 'y': -12.25, 'z': -42.0625}",2
26651,1650215011.609,"19:03:31,609000",3169,4955,890,0.015,0.063,-0.003,57,1,952,"{'x': 0.25, 'y': -0.1875, 'z': 0.0625}","{'x': 0, 'y': 7.5625, 'z': -16.25}",2
26660,1650215011.69,"19:03:31,690000",1417,6503,1395,2.054,0.019,-0.079,-32,124,1036,"{'x': 9.8125, 'y': -5.375, 'z': 19.9375}","{'x': -17.375, 'y': -11.0625, 'z': -40.875}",2
26651,1650215011.788,"19:03:31,788000",3163,4956,889,0.015,0.063,-0.003,58,1,955,"{'x': -0.125, 'y': -0.125, 'z': 0}","{'x': 0.75, 'y': 7.875, 'z': -17.5625}",2
26660,1650215011.861,"19:03:31,861000",1329,6432,1399,2.006,0.022,-0.069,3,-8,949,"{'x': 15.875, 'y': -6.8125, 'z': 24.3125}","{'x': -18.5625, 'y': -10.375, 'z': -43.25}",2
26651,1650215011.944,"19:03:31,944000",3163,4958,900,0.015,0.063,-0.003,57,2,953,"{'x': 0, 'y': 0, 'z': -0.0625}","{'x': 0, 'y': 8.25, 'z': -15.5}",2
26660,1650215012.011,"19:03:32,011000",1329,6432,1399,1.959,0.023,-0.065,-44,95,817,"{'x': 8.9375, 'y': 1.5625, 'z': 22.0625}","{'x': -19.25, 'y': -9.25, 'z': -41.6875}",2
26651,1650215012.092,"19:03:32,092000",3160,4958,911,0.015,0.063,-0.003,56,4,958,"{'x': 0.125, 'y': -0.0625, 'z': -0.0625}","{'x': 1.1875, 'y': 8.25, 'z': -15.875}",2
26651,1650215012.262,"19:03:32,262000",3166,4957,930,0.015,0.063,-0.003,56,2,954,"{'x': 0, 'y': 0.125, 'z': 0.0625}","{'x': 1.1875, 'y': 6.75, 'z': -15.875}",2
26660,1650215012.332,"19:03:32,332000",1329,6432,1399,1.788,0.017,-0.064,-88,79,1003,"{'x': 12.4375, 'y': 3.125, 'z': 47.375}","{'x': -19.1875, 'y': -6.1875, 'z': -41.6875}",2
26651,1650215012.417,"19:03:32,417000",3167,4957,931,0.015,0.063,-0.003,56,1,955,"{'x': 0, 'y': 0, 'z': 0.0625}","{'x': 0.75, 'y': 7.5625, 'z': -16.75}",2
26660,1650215012.49,"19:03:32,490000",1255,6336,1406,1.66,0.017,-0.06,-89,83,663,"{'x': 27.5625, 'y': 0.8125, 'z': 51.6875}","{'x': -19.1875, 'y': -4.375, 'z': -42.5}",2
26651,1650215012.58,"19:03:32,580000",3163,4955,953,0.015,0.063,-0.003,56,0,956,"{'x': 0.0625, 'y': 0.125, 'z': 0.0625}","{'x': 1.1875, 'y': 7.1875, 'z': -16.75}",2
26660,1650215012.64,"19:03:32,640000",1170,6223,1376,1.53,0.033,-0.026,-47,27,939,"{'x': 4.3125, 'y': -3.4375, 'z': 53.9375}","{'x': -20.25, 'y': -1, 'z': -43.25}",2
26651,1650215012.73,"19:03:32,730000",3159,4957,948,0.015,0.063,-0.003,56,1,953,"{'x': -0.0625, 'y': -0.125, 'z': -0.125}","{'x': 0, 'y': 8.25, 'z': -15.5}",2
26651,1650215012.896,"19:03:32,896000",3160,4958,945,0.015,0.063,-0.003,55,2,954,"{'x': -0.125, 'y': -0.0625, 'z': -0.0625}","{'x': 0.375, 'y': 7.875, 'z': -17.1875}",2
26660,1650215012.956,"19:03:32,956000",1092,6106,1351,1.338,0.04,-0.071,5,86,960,"{'x': -1.875, 'y': -0.625, 'z': 14.8125}","{'x': -20, 'y': 2, 'z': -43.5625}",2
26651,1650215013.046,"19:03:33,046000",3151,4958,957,0.015,0.063,-0.003,55,3,953,"{'x': -0.1875, 'y': 0, 'z': 0.125}","{'x': 1.5625, 'y': 7.1875, 'z': -16.75}",2
26660,1650215013.113,"19:03:33,113000",1041,5993,1355,1.296,0.032,-0.035,4,5,987,"{'x': -12.5, 'y': 7.6875, 'z': 19.3125}","{'x': -19.5625, 'y': 4.5625, 'z': -42.375}",2
26651,1650215013.197,"19:03:33,197000",3144,4958,967,0.015,0.063,-0.003,58,2,953,"{'x': -0.25, 'y': 0.0625, 'z': 0}","{'x': 0.75, 'y': 7.875, 'z': -16.25}",2
26660,1650215013.268,"19:03:33,268000",1017,5878,1331,1.242,0.025,-0.029,3,98,915,"{'x': -7.375, 'y': 0.875, 'z': 18.6875}","{'x': -18.75, 'y': 5.25, 'z': -43.25}",2
26651,1650215013.354,"19:03:33,354000",3146,4957,953,0.015,0.063,-0.003,59,1,951,"{'x': 0.1875, 'y': -0.0625, 'z': -0.0625}","{'x': 0.375, 'y': 7.5625, 'z': -17.1875}",2
26660,1650215013.425,"19:03:33,425000",987,5757,1332,1.179,0.02,-0.025,9,71,1009,"{'x': 7.25, 'y': -0.125, 'z': 26.1875}","{'x': -18.5, 'y': 6.75, 'z': -42.0625}",2
26651,1650215013.505,"19:03:33,505000",3146,4957,965,0.015,0.063,-0.003,56,1,954,"{'x': -0.0625, 'y': -0.0625, 'z': 0}","{'x': 1.1875, 'y': 6.75, 'z': -16.25}",2
26651,1650215013.707,"19:03:33,707000",3156,4961,1019,0.015,0.063,-0.003,55,1,953,"{'x': 0, 'y': -0.125, 'z': 0}","{'x': 0.75, 'y': 7.875, 'z': -16.75}",2
26660,1650215013.783,"19:03:33,783000",964,5626,1335,1.025,0.033,-0.036,-68,12,1016,"{'x': -11.5, 'y': -3.0625, 'z': 15.9375}","{'x': -16.875, 'y': 8, 'z': -42.375}",2
26651,1650215013.864,"19:03:33,864000",3161,4959,1004,0.015,0.063,-0.003,56,1,951,"{'x': -0.125, 'y': 0.0625, 'z': 0.1875}","{'x': 0.75, 'y': 7.875, 'z': -16.75}",2
26660,1650215013.934,"19:03:33,934000",946,5497,1342,0.977,0.02,-0.033,-43,123,941,"{'x': -6.0625, 'y': 5.375, 'z': 11.1875}","{'x': -16.5625, 'y': 10.5625, 'z': -41.1875}",2
26651,1650215014.023,"19:03:34,023000",3165,4958,1011,0.015,0.063,-0.003,56,1,954,"{'x': 0.125, 'y': -0.1875, 'z': 0.125}","{'x': 0.75, 'y': 8.25, 'z': -17.1875}",2
26660,1650215014.102,"19:03:34,102000",943,5364,1338,0.96,0.021,-0.043,-26,116,1015,"{'x': 10, 'y': 3.5, 'z': 1.6875}","{'x': -15.75, 'y': 10.5625, 'z': -42.75}",2
26651,1650215014.186,"19:03:34,186000",3167,4957,1015,0.015,0.063,-0.003,56,3,954,"{'x': 0.1875, 'y': 0.25, 'z': 0}","{'x': 0.375, 'y': 7.1875, 'z': -17.1875}",2
26660,1650215014.267,"19:03:34,267000",952,5226,1360,0.957,0.027,-0.057,43,145,779,"{'x': 31.9375, 'y': -10.4375, 'z': -1.875}","{'x': -16.5625, 'y': 10.1875, 'z': -42.375}",2
26651,1650215014.361,"19:03:34,361000",3164,4958,1008,0.015,0.063,-0.003,59,3,956,"{'x': 0.0625, 'y': -0.125, 'z': -0.0625}","{'x': 0.375, 'y': 7.5625, 'z': -16.25}",2
26660,1650215014.423,"19:03:34,423000",963,5091,1342,0.96,0.023,-0.062,-22,70,847,"{'x': -2.75, 'y': 3.5625, 'z': 2.875}","{'x': -17, 'y': 9.75, 'z': -44}",2
26651,1650215014.514,"19:03:34,514000",3161,4958,992,0.015,0.063,-0.003,58,2,954,"{'x': 0, 'y': -0.0625, 'z': 0.0625}","{'x': 0.375, 'y': 8.25, 'z': -17.1875}",2
26660,1650215014.596,"19:03:34,596000",985,4954,1353,0.934,0.021,-0.044,12,89,1021,"{'x': -12.4375, 'y': 2.25, 'z': 12.5}","{'x': -15.75, 'y': 10.1875, 'z': -43.1875}",2
26651,1650215014.674,"19:03:34,674000",3157,4961,987,0.015,0.063,-0.003,56,2,955,"{'x': 0.125, 'y': -0.125, 'z': -0.1875}","{'x': 1.1875, 'y': 8.25, 'z': -16.75}",2
26660,1650215014.744,"19:03:34,744000",1008,4818,1346,0.894,0.019,-0.063,-67,149,940,"{'x': 23.8125, 'y': 5.375, 'z': 25.4375}","{'x': -15.75, 'y': 11, 'z': -44}",2
26651,1650215014.824,"19:03:34,824000",3155,4964,986,0.015,0.063,-0.003,56,0,957,"{'x': 0, 'y': 0.25, 'z': -0.125}","{'x': 0.375, 'y': 7.1875, 'z': -16.75}",2
26660,1650215014.897,"19:03:34,897000",1047,4688,1332,0.808,0.017,-0.051,-154,117,688,"{'x': 15.875, 'y': 1.6875, 'z': 43.25}","{'x': -15.5, 'y': 12.375, 'z': -42.375}",2
26651,1650215014.979,"19:03:34,979000",3158,4965,985,0.015,0.063,-0.003,58,2,954,"{'x': -0.1875, 'y': 0, 'z': 0}","{'x': 0.75, 'y': 7.1875, 'z': -17.1875}",2
26660,1650215015.063,"19:03:35,063000",1096,4582,1301,0.724,0.021,-0.047,-40,111,944,"{'x': 4.375, 'y': 8, 'z': 26.375}","{'x': -13.5625, 'y': 13.0625, 'z': -43.1875}",2
26651,1650215015.138,"19:03:35,138000",3156,4965,987,0.015,0.063,-0.003,54,2,955,"{'x': -0.25, 'y': 0.125, 'z': 0}","{'x': 0.375, 'y': 7.5625, 'z': -17.1875}",2
26660,1650215015.222,"19:03:35,222000",1132,4472,1333,0.668,0.019,-0.071,-1,150,978,"{'x': 19.4375, 'y': -3.5625, 'z': 18.5625}","{'x': -12.6875, 'y': 14.25, 'z': -44.75}",2
26651,1650215015.306,"19:03:35,306000",3158,4965,985,0.015,0.063,-0.003,56,1,953,"{'x': 0.125, 'y': 0, 'z': 0.1875}","{'x': 0, 'y': 7.875, 'z': -16.25}",2
26660,1650215015.392,"19:03:35,392000",1202,4372,1337,0.663,0.034,-0.067,-78,-80,1080,"{'x': 13.1875, 'y': 5.4375, 'z': 8.25}","{'x': -13.1875, 'y': 12.375, 'z': -44.25}",2
26651,1650215015.472,"19:03:35,472000",3160,4965,1013,0.015,0.063,-0.003,56,1,953,"{'x': 0.125, 'y': -0.0625, 'z': 0.0625}","{'x': 0.375, 'y': 7.1875, 'z': -15.5}",2
26651,1650215015.646,"19:03:35,646000",3157,4967,1003,0.015,0.063,-0.003,56,3,953,"{'x': 0.25, 'y': -0.25, 'z': 0.125}","{'x': 0.375, 'y': 7.5625, 'z': -16.75}",2
26660,1650215015.716,"19:03:35,716000",1344,4183,1323,0.569,0.028,-0.044,-23,111,982,"{'x': -13.6875, 'y': 2.125, 'z': 23.375}","{'x': -10.5625, 'y': 13.875, 'z': -43.75}",2
26651,1650215015.817,"19:03:35,817000",3155,4967,1007,0.015,0.063,-0.003,59,2,953,"{'x': 0.125, 'y': -0.125, 'z': -0.0625}","{'x': 1.1875, 'y': 7.1875, 'z': -15.5}",2
26660,1650215015.889,"19:03:35,889000",1413,4093,1328,0.489,0.022,-0.05,-55,43,1027,"{'x': 10, 'y': 7.0625, 'z': 37.1875}","{'x': -9.5, 'y': 15, 'z': -44.25}",2
26651,1650215015.97,"19:03:35,970000",3152,4965,999,0.015,0.063,-0.003,56,1,951,"{'x': 0, 'y': -0.0625, 'z': 0}","{'x': 0.75, 'y': 8.25, 'z': -16.75}",2
26660,1650215016.037,"19:03:36,037000",1490,4013,1332,0.387,0.015,-0.053,-141,98,757,"{'x': 12.4375, 'y': 15.9375, 'z': 47.75}","{'x': -6.75, 'y': 15.375, 'z': -44.1875}",2
26651,1650215016.14,"19:03:36,140000",3149,4966,994,0.015,0.063,-0.003,58,2,955,"{'x': 0, 'y': 0.0625, 'z': -0.0625}","{'x': 0, 'y': 7.875, 'z': -16.75}",2
26660,1650215016.217,"19:03:36,217000",1574,3939,1321,0.229,0.029,-0.026,-12,136,911,"{'x': 4.75, 'y': -9.125, 'z': 42.8125}","{'x': -5, 'y': 18.375, 'z': -43.5}",2
26651,1650215016.298,"19:03:36,298000",3150,4965,997,0.015,0.063,-0.003,56,3,956,"{'x': 0.0625, 'y': -0.125, 'z': 0.0625}","{'x': 0.75, 'y': 8.6875, 'z': -17.0625}",2
26660,1650215016.379,"19:03:36,379000",1664,3877,1325,0.13,0.038,-0.031,-4,121,1025,"{'x': 7.75, 'y': -9, 'z': 29.9375}","{'x': -3.5, 'y': 18.375, 'z': -43.75}",2
26651,1650215016.465,"19:03:36,465000",3150,4967,965,0.015,0.063,-0.003,57,3,953,"{'x': -0.0625, 'y': 0.125, 'z': 0.0625}","{'x': 0.375, 'y': 7.5625, 'z': -16.75}",2
26660,1650215016.547,"19:03:36,547000",1766,3828,1328,0.087,0.045,-0.031,-11,-88,1125,"{'x': 8.6875, 'y': 4.5, 'z': 18.6875}","{'x': -2.75, 'y': 16.875, 'z': -43.5625}",2
26651,1650215016.633,"19:03:36,633000",3150,4966,984,0.015,0.063,-0.003,57,3,953,"{'x': 0.125, 'y': 0.0625, 'z': 0}","{'x': 0.375, 'y': 7.1875, 'z': -16.75}",2
26651,1650215016.818,"19:03:36,818000",3153,4968,974,0.015,0.063,-0.003,56,4,952,"{'x': -0.0625, 'y': 0.125, 'z': 0}","{'x': 0, 'y': 8.25, 'z': -16.25}",2
26660,1650215016.894,"19:03:36,894000",1869,3781,1350,6.23,0.033,-0.046,0,119,950,"{'x': -1.375, 'y': 5.25, 'z': 31.25}","{'x': -0.0625, 'y': 16.875, 'z': -42.75}",2
