tagId,timestamp,dateTime,loc(x),loc(y),loc(z),yaw,roll,pitch,acc(x),acc(y),acc(z),gyro,magnetic,label
26651,1650215069.411,"19:04:29,411000",3174,4971,936,0.015,0.063,-0.003,56,0,953,"{'x': 0.125, 'y': 0.125, 'z': 0.0625}","{'x': 0.375, 'y': 7.1875, 'z': -16.25}",2
26660,1650215069.477,"19:04:29,477000",1944,3763,1417,6.255,0.056,-0.091,36,108,1081,"{'x': 12.5625, 'y': -2.625, 'z': 19.4375}","{'x': 0.0625, 'y': 15.75, 'z': -40.6875}",2
26651,1650215069.568,"19:04:29,568000",3172,4971,972,0.015,0.063,-0.003,56,2,953,"{'x': -0.1875, 'y': -0.125, 'z': 0.0625}","{'x': 0, 'y': 7.1875, 'z': -16.25}",2
26660,1650215069.651,"19:04:29,651000",2056,3719,1427,6.212,0.065,-0.101,21,63,819,"{'x': 25.0625, 'y': 4.25, 'z': 23.1875}","{'x': -0.6875, 'y': 16.1875, 'z': -41.875}",2
26651,1650215069.754,"19:04:29,754000",3168,4971,990,0.015,0.063,-0.003,56,3,957,"{'x': 0, 'y': 0, 'z': -0.0625}","{'x': 0.375, 'y': 7.5625, 'z': -17.0625}",2
26660,1650215069.826,"19:04:29,826000",2173,3684,1435,6.12,0.07,-0.094,14,75,914,"{'x': 15.375, 'y': -5.4375, 'z': 35.375}","{'x': 1.5, 'y': 15.75, 'z': -40.375}",2
26651,1650215069.914,"19:04:29,914000",3171,4970,969,0.015,0.063,-0.003,55,0,953,"{'x': -0.1875, 'y': -0.0625, 'z': 0.125}","{'x': 0, 'y': 7.1875, 'z': -17.875}",2
26660,1650215069.974,"19:04:29,974000",2297,3661,1445,6.02,0.074,-0.092,39,128,962,"{'x': 1.25, 'y': 0.4375, 'z': 40.25}","{'x': 4.1875, 'y': 15.375, 'z': -41.1875}",2
26651,1650215070.066,"19:04:30,066000",3170,4971,959,0.015,0.063,-0.003,55,1,953,"{'x': 0.125, 'y': 0, 'z': 0.0625}","{'x': 0, 'y': 7.875, 'z': -17.5625}",2
26660,1650215070.145,"19:04:30,145000",2432,3656,1433,5.91,0.06,-0.1,11,86,981,"{'x': 2.0625, 'y': 11.375, 'z': 45.375}","{'x': 6.375, 'y': 14.6875, 'z': -41.5625}",2
26651,1650215070.217,"19:04:30,217000",3169,4970,974,0.015,0.063,-0.003,55,1,955,"{'x': 0, 'y': 0, 'z': -0.0625}","{'x': 0.375, 'y': 7.1875, 'z': -15.375}",2
26660,1650215070.3,"19:04:30,300000",2555,3663,1414,5.778,0.059,-0.095,-35,121,743,"{'x': 29.125, 'y': 11.5625, 'z': 50.5625}","{'x': 7.875, 'y': 15, 'z': -41.1875}",2
26651,1650215070.391,"19:04:30,391000",3166,4971,971,0.015,0.063,-0.003,56,0,955,"{'x': -0.25, 'y': 0.1875, 'z': 0.0625}","{'x': -0.375, 'y': 7.5625, 'z': -15.375}",2
26660,1650215070.456,"19:04:30,456000",2686,3688,1416,5.616,0.065,-0.086,47,118,893,"{'x': 12, 'y': 2, 'z': 48.0625}","{'x': 10.875, 'y': 11.6875, 'z': -41.1875}",2
26651,1650215070.542,"19:04:30,542000",3163,4971,947,0.015,0.063,-0.003,55,0,952,"{'x': -0.1875, 'y': -0.0625, 'z': 0.0625}","{'x': 0.375, 'y': 7.5625, 'z': -16.6875}",2
26660,1650215070.621,"19:04:30,621000",2806,3717,1421,5.521,0.05,-0.091,-24,128,917,"{'x': 13.8125, 'y': 10.9375, 'z': 38.4375}","{'x': 12, 'y': 10.1875, 'z': -41.25}",2
26651,1650215070.693,"19:04:30,693000",3163,4969,943,0.015,0.063,-0.003,55,2,955,"{'x': -0.125, 'y': 0, 'z': 0.125}","{'x': 0, 'y': 7.1875, 'z': -15.875}",2
26660,1650215070.764,"19:04:30,764000",2917,3758,1400,5.44,0.059,-0.123,30,234,893,"{'x': 7.0625, 'y': -2.5625, 'z': 28.3125}","{'x': 13.875, 'y': 8.375, 'z': -40.875}",2
26651,1650215070.861,"19:04:30,861000",3158,4970,923,0.015,0.063,-0.003,56,4,957,"{'x': 0, 'y': 0, 'z': 0.0625}","{'x': 0.75, 'y': 7.875, 'z': -16.6875}",2
26660,1650215070.931,"19:04:30,931000",3018,3808,1378,5.39,0.056,-0.104,85,134,793,"{'x': 13.875, 'y': 6.5, 'z': 12.6875}","{'x': 14.5625, 'y': 8.375, 'z': -40.75}",2
26651,1650215071.009,"19:04:31,009000",3157,4971,914,0.015,0.063,-0.003,54,2,957,"{'x': 0.125, 'y': 0.0625, 'z': -0.0625}","{'x': 0.75, 'y': 7.5625, 'z': -16.25}",2
26660,1650215071.079,"19:04:31,079000",3111,3868,1365,5.335,0.046,-0.1,-6,198,763,"{'x': 6.375, 'y': 1, 'z': 20.5}","{'x': 15.6875, 'y': 5.6875, 'z': -42.0625}",2
26651,1650215071.171,"19:04:31,171000",3158,4969,917,0.015,0.063,-0.003,54,2,954,"{'x': 0, 'y': 0.0625, 'z': 0.1875}","{'x': 1.1875, 'y': 7.875, 'z': -15.875}",2
26651,1650215071.348,"19:04:31,348000",3162,4969,911,0.015,0.063,-0.003,53,0,956,"{'x': 0.0625, 'y': -0.125, 'z': 0.0625}","{'x': 0.375, 'y': 7.875, 'z': -17.0625}",2
26660,1650215071.42,"19:04:31,420000",3202,3949,1367,5.192,0.04,-0.064,-42,-147,1302,"{'x': -41, 'y': 2.625, 'z': 26.75}","{'x': 16.875, 'y': 3.5, 'z': -40.0625}",2
26651,1650215071.494,"19:04:31,494000",3155,4969,925,0.015,0.063,-0.003,57,1,954,"{'x': -0.1875, 'y': 0.0625, 'z': -0.125}","{'x': 0.75, 'y': 7.5625, 'z': -17.0625}",2
26660,1650215071.564,"19:04:31,564000",3202,3949,1367,5.115,0.028,-0.062,-150,51,982,"{'x': -26.5625, 'y': -4.3125, 'z': 40}","{'x': 18, 'y': 4.25, 'z': -41.5}",2
26651,1650215071.645,"19:04:31,645000",3149,4968,911,0.015,0.063,-0.003,58,2,955,"{'x': -0.0625, 'y': -0.0625, 'z': 0}","{'x': 0.75, 'y': 7.5625, 'z': -15.875}",2
26660,1650215071.726,"19:04:31,726000",3285,4045,1345,5.005,0.05,-0.074,-41,154,755,"{'x': 7.1875, 'y': 5.8125, 'z': 26.125}","{'x': 17.5625, 'y': 3.0625, 'z': -40.1875}",2
26651,1650215071.816,"19:04:31,816000",3152,4968,877,0.015,0.063,-0.003,58,2,953,"{'x': 0.0625, 'y': 0.0625, 'z': 0.0625}","{'x': 1.5625, 'y': 7.5625, 'z': -16.6875}",2
26660,1650215071.887,"19:04:31,887000",3285,4045,1345,4.956,0.05,-0.067,0,124,970,"{'x': 6.8125, 'y': 6.9375, 'z': 17.9375}","{'x': 17.5625, 'y': -0.5625, 'z': -39.6875}",2
26651,1650215071.965,"19:04:31,965000",3154,4968,866,0.015,0.063,-0.003,60,1,956,"{'x': -0.3125, 'y': 0.0625, 'z': -0.1875}","{'x': 0.375, 'y': 7.1875, 'z': -15.875}",2
26660,1650215072.029,"19:04:32,029000",3285,4045,1345,4.909,0.046,-0.075,25,54,1127,"{'x': -20.5, 'y': 3, 'z': 15.375}","{'x': 19.5625, 'y': -1, 'z': -41.375}",2
26651,1650215072.101,"19:04:32,101000",3154,4968,870,0.015,0.063,-0.003,57,3,954,"{'x': 0, 'y': 0.3125, 'z': -0.0625}","{'x': 0.75, 'y': 7.1875, 'z': -15.875}",2
26660,1650215072.181,"19:04:32,181000",3354,4163,1321,4.873,0.038,-0.083,12,80,934,"{'x': -8, 'y': 8.625, 'z': 13.625}","{'x': 19.0625, 'y': -1.6875, 'z': -40.5625}",2
26651,1650215072.256,"19:04:32,256000",3155,4967,844,0.015,0.063,-0.003,56,0,955,"{'x': 0, 'y': -0.1875, 'z': -0.0625}","{'x': 1.1875, 'y': 7.5625, 'z': -15.0625}",2
26660,1650215072.336,"19:04:32,336000",3409,4282,1330,4.832,0.028,-0.089,-26,167,843,"{'x': -3.6875, 'y': 2.25, 'z': 13.5}","{'x': 19.75, 'y': -4, 'z': -39}",2
26651,1650215072.426,"19:04:32,426000",3151,4968,842,0.015,0.063,-0.003,58,0,956,"{'x': 0.1875, 'y': 0.125, 'z': 0.125}","{'x': 0.375, 'y': 8.25, 'z': -16.25}",2
26660,1650215072.49,"19:04:32,490000",3468,4413,1299,4.78,0.02,-0.073,-14,82,1135,"{'x': -2.875, 'y': 6.25, 'z': 22.3125}","{'x': 20.1875, 'y': -4, 'z': -40.6875}",2
26651,1650215072.57,"19:04:32,570000",3151,4968,850,0.015,0.063,-0.003,56,-2,956,"{'x': -0.0625, 'y': 0, 'z': 0}","{'x': 0.75, 'y': 7.1875, 'z': -18.375}",2
26651,1650215072.752,"19:04:32,752000",3156,4968,871,0.015,0.063,-0.003,59,2,956,"{'x': 0.125, 'y': 0, 'z': -0.0625}","{'x': 0.375, 'y': 7.875, 'z': -16.6875}",2
26651,1650215072.953,"19:04:32,953000",3160,4969,878,0.015,0.063,-0.003,56,0,954,"{'x': 0.1875, 'y': -0.375, 'z': 0.0625}","{'x': 0.375, 'y': 7.5625, 'z': -15.875}",2
26660,1650215073.016,"19:04:33,016000",3519,4567,1284,4.468,0.039,-0.06,0,115,988,"{'x': -2.4375, 'y': 0.875, 'z': 24}","{'x': 17.1875, 'y': -9.75, 'z': -40.25}",2
26651,1650215073.118,"19:04:33,118000",3163,4966,898,0.015,0.063,-0.003,55,1,956,"{'x': -0.25, 'y': 0, 'z': 0}","{'x': 0.75, 'y': 8.25, 'z': -17.0625}",2
26660,1650215073.196,"19:04:33,196000",3561,4720,1273,4.423,0.031,-0.075,-28,142,1002,"{'x': 5.5625, 'y': 5.5, 'z': 10.625}","{'x': 17.25, 'y': -10.25, 'z': -39.5}",2
26651,1650215073.273,"19:04:33,273000",3164,4964,906,0.015,0.063,-0.003,59,0,954,"{'x': -0.125, 'y': -0.125, 'z': 0}","{'x': 0.75, 'y': 7.5625, 'z': -17.5625}",2
26660,1650215073.354,"19:04:33,354000",3563,4872,1265,4.385,0.025,-0.071,54,125,892,"{'x': 15.25, 'y': -12.75, 'z': 9.125}","{'x': 18, 'y': -11, 'z': -40.25}",2
26651,1650215073.442,"19:04:33,442000",3162,4965,895,0.015,0.063,-0.003,57,3,952,"{'x': 0.1875, 'y': -0.0625, 'z': 0}","{'x': 0.375, 'y': 7.5625, 'z': -15.375}",2
26660,1650215073.507,"19:04:33,507000",3571,5028,1273,4.347,0.038,-0.077,-17,185,754,"{'x': 16.5625, 'y': -1.5, 'z': 21.8125}","{'x': 18, 'y': -11.75, 'z': -39.0625}",2
26651,1650215073.587,"19:04:33,587000",3150,4958,868,0.015,0.063,-0.003,57,0,954,"{'x': -0.0625, 'y': 0.0625, 'z': 0.125}","{'x': 0.75, 'y': 7.875, 'z': -16.6875}",2
26660,1650215073.657,"19:04:33,657000",3567,5181,1254,4.299,0.033,-0.064,-13,104,1006,"{'x': -2.6875, 'y': -2, 'z': 26.9375}","{'x': 16.0625, 'y': -12.0625, 'z': -39.5}",2
26651,1650215073.74,"19:04:33,740000",3158,4958,869,0.015,0.063,-0.003,55,1,952,"{'x': 0, 'y': 0.25, 'z': 0}","{'x': 0, 'y': 7.5625, 'z': -17.5625}",2
26660,1650215073.819,"19:04:33,819000",3550,5343,1185,4.222,0.031,-0.056,-31,-2,1161,"{'x': -33.375, 'y': -2.3125, 'z': 30.125}","{'x': 16.0625, 'y': -15.0625, 'z': -38.6875}",2
26651,1650215073.9,"19:04:33,900000",3157,4959,890,0.015,0.063,-0.003,58,3,956,"{'x': 0.1875, 'y': -0.0625, 'z': 0}","{'x': 0.75, 'y': 7.875, 'z': -17.0625}",2
26660,1650215073.974,"19:04:33,974000",3548,5503,1196,4.156,0.019,-0.068,-125,143,791,"{'x': 1.4375, 'y': 14.5, 'z': 27.75}","{'x': 15.375, 'y': -13.1875, 'z': -39.0625}",2
26651,1650215074.062,"19:04:34,062000",3157,4959,892,0.015,0.063,-0.003,56,1,954,"{'x': -0.0625, 'y': 0.0625, 'z': 0.0625}","{'x': 0.375, 'y': 6.75, 'z': -15.875}",2
26660,1650215074.132,"19:04:34,132000",3523,5653,1176,4.046,0.027,-0.065,-41,180,807,"{'x': 3.125, 'y': 2.625, 'z': 23.5}","{'x': 13.875, 'y': -16.1875, 'z': -38.75}",2
26651,1650215074.232,"19:04:34,232000",3158,4961,890,0.015,0.063,-0.003,56,0,956,"{'x': 0.125, 'y': -0.0625, 'z': 0.0625}","{'x': 0.375, 'y': 7.5625, 'z': -16.25}",2
26660,1650215074.292,"19:04:34,292000",3490,5806,1198,3.988,0.026,-0.065,-24,132,998,"{'x': 6.6875, 'y': -1.875, 'z': 20.125}","{'x': 12.6875, 'y': -18, 'z': -41.1875}",2
26651,1650215074.385,"19:04:34,385000",3156,4959,905,0.015,0.063,-0.003,58,1,955,"{'x': -0.125, 'y': 0, 'z': -0.0625}","{'x': 1.5625, 'y': 7.5625, 'z': -16.25}",2
26660,1650215074.455,"19:04:34,455000",3445,5946,1197,3.965,0.035,-0.067,-6,-72,1252,"{'x': -49, 'y': 6.3125, 'z': 0.875}","{'x': 12.6875, 'y': -19.875, 'z': -37.875}",2
26651,1650215074.527,"19:04:34,527000",3153,4960,912,0.015,0.063,-0.003,56,2,955,"{'x': -0.1875, 'y': 0, 'z': 0}","{'x': 1.1875, 'y': 7.5625, 'z': -16.6875}",2
26660,1650215074.597,"19:04:34,597000",3399,6081,1220,3.95,0.027,-0.062,-46,49,982,"{'x': -22.375, 'y': 8.625, 'z': 11.5625}","{'x': 12.375, 'y': -18.375, 'z': -39.25}",2
26651,1650215074.697,"19:04:34,697000",3150,4960,896,0.015,0.063,-0.003,56,0,953,"{'x': 0.0625, 'y': -0.125, 'z': -0.0625}","{'x': 0.75, 'y': 7.5625, 'z': -17.875}",2
26660,1650215074.777,"19:04:34,777000",3352,6193,1237,3.901,0.036,-0.06,7,161,823,"{'x': -7.5, 'y': -2.8125, 'z': 16.125}","{'x': 11.5625, 'y': -19.5, 'z': -39.6875}",2
26651,1650215074.867,"19:04:34,867000",3141,4955,860,0.015,0.063,-0.003,56,1,956,"{'x': 0, 'y': 0, 'z': -0.0625}","{'x': 1.1875, 'y': 6.75, 'z': -15.875}",2
26660,1650215074.939,"19:04:34,939000",3306,6305,1232,3.839,0.034,-0.046,-12,55,1116,"{'x': 2.75, 'y': 4.1875, 'z': 27.4375}","{'x': 9.375, 'y': -19.0625, 'z': -39.25}",2
26651,1650215075.015,"19:04:35,015000",3135,4957,844,0.015,0.063,-0.003,55,0,956,"{'x': 0.1875, 'y': 0.0625, 'z': 0}","{'x': 0.75, 'y': 7.5625, 'z': -15.875}",2
26660,1650215075.085,"19:04:35,085000",3236,6410,1259,3.74,0.029,-0.024,-59,-69,1192,"{'x': 32.375, 'y': -6.1875, 'z': 48.75}","{'x': 9.375, 'y': -18, 'z': -41.25}",2
26651,1650215075.186,"19:04:35,186000",3134,4958,834,0.015,0.063,-0.003,54,1,955,"{'x': -0.125, 'y': 0.125, 'z': 0}","{'x': 0.375, 'y': 8.25, 'z': -16.6875}",2
26660,1650215075.247,"19:04:35,247000",3169,6491,1273,3.63,0.025,-0.051,-72,2,979,"{'x': 12.125, 'y': 1.6875, 'z': 33.6875}","{'x': 7.1875, 'y': -21.5, 'z': -39.6875}",2
26651,1650215075.342,"19:04:35,342000",3131,4958,825,0.015,0.063,-0.003,55,1,957,"{'x': 0.125, 'y': 0, 'z': -0.1875}","{'x': 1.1875, 'y': 7.875, 'z': -16.25}",2
26660,1650215075.42,"19:04:35,420000",3092,6566,1289,3.544,0.022,-0.053,-13,84,955,"{'x': -10.3125, 'y': 2.75, 'z': 26.125}","{'x': 5.25, 'y': -22.875, 'z': -38.5}",2
26651,1650215075.505,"19:04:35,505000",3131,4959,825,0.015,0.063,-0.003,56,1,954,"{'x': -0.125, 'y': 0.125, 'z': 0.0625}","{'x': 0.375, 'y': 8.25, 'z': -17.875}",2
26651,1650215075.698,"19:04:35,698000",3129,4960,857,0.015,0.063,-0.003,56,3,952,"{'x': 0.3125, 'y': -0.125, 'z': 0}","{'x': 1.1875, 'y': 7.1875, 'z': -16.25}",2
26651,1650215075.89,"19:04:35,890000",3140,4964,888,0.015,0.063,-0.003,57,2,953,"{'x': 0, 'y': -0.0625, 'z': 0}","{'x': 0.75, 'y': 7.875, 'z': -15.875}",2
26660,1650215075.969,"19:04:35,969000",2877,6689,1326,3.352,0.012,-0.05,-63,70,976,"{'x': -14.625, 'y': 4.75, 'z': 31.75}","{'x': 2.6875, 'y': -22.5, 'z': -38}",2
26651,1650215076.047,"19:04:36,047000",3137,4962,880,0.015,0.063,-0.003,56,1,955,"{'x': 0, 'y': 0.125, 'z': 0.0625}","{'x': 0.375, 'y': 7.1875, 'z': -15.875}",2
26660,1650215076.117,"19:04:36,117000",2771,6743,1337,3.242,0.005,-0.033,-37,-22,1151,"{'x': -21.5625, 'y': 7.1875, 'z': 43.9375}","{'x': 0.75, 'y': -21.6875, 'z': -39.5625}",2
26651,1650215076.219,"19:04:36,219000",3139,4960,855,0.015,0.063,-0.003,57,0,953,"{'x': -0.125, 'y': 0.125, 'z': -0.125}","{'x': 0.375, 'y': 7.1875, 'z': -17.0625}",2
26660,1650215076.279,"19:04:36,279000",2670,6787,1393,3.136,0.005,-0.046,-46,84,791,"{'x': 13.5625, 'y': 8.6875, 'z': 43.375}","{'x': -1.75, 'y': -22.0625, 'z': -37.5625}",2
26651,1650215076.381,"19:04:36,381000",3140,4959,846,0.015,0.063,-0.003,57,0,957,"{'x': -0.125, 'y': -0.0625, 'z': -0.0625}","{'x': 0.75, 'y': 7.5625, 'z': -17.0625}",2
26660,1650215076.451,"19:04:36,451000",2567,6823,1400,2.995,0.011,-0.028,-34,84,904,"{'x': 8.875, 'y': 1.0625, 'z': 44.625}","{'x': -4.75, 'y': -21.375, 'z': -39.1875}",2
26651,1650215076.534,"19:04:36,534000",3138,4959,849,0.015,0.063,-0.003,56,2,955,"{'x': 0.1875, 'y': 0, 'z': 0}","{'x': 0.75, 'y': 7.5625, 'z': -17.0625}",2
26660,1650215076.604,"19:04:36,604000",2475,6863,1441,2.915,0.008,-0.038,25,112,965,"{'x': 6.625, 'y': -2.875, 'z': 26.625}","{'x': -7, 'y': -21.6875, 'z': -39.5625}",2
26651,1650215076.697,"19:04:36,697000",3133,4961,835,0.015,0.063,-0.003,56,2,954,"{'x': -0.0625, 'y': -0.125, 'z': -0.0625}","{'x': 0.75, 'y': 7.1875, 'z': -16.6875}",2
26651,1650215076.88,"19:04:36,880000",3141,4961,830,0.015,0.063,-0.003,55,0,952,"{'x': 0.1875, 'y': -0.0625, 'z': 0}","{'x': 0, 'y': 6.75, 'z': -17.0625}",2
26660,1650215076.95,"19:04:36,950000",2259,6892,1430,2.821,0.009,-0.038,-64,69,914,"{'x': 5.625, 'y': -1.0625, 'z': 29.75}","{'x': -8.75, 'y': -20.1875, 'z': -38.375}",2
26651,1650215077.025,"19:04:37,025000",3140,4963,830,0.015,0.063,-0.003,59,1,955,"{'x': 0.0625, 'y': 0.0625, 'z': -0.0625}","{'x': 1.5625, 'y': 6.375, 'z': -16.6875}",2
26660,1650215077.11,"19:04:37,110000",2119,6884,1428,2.745,0.013,-0.043,-44,68,1003,"{'x': -14.1875, 'y': 7.4375, 'z': 39.6875}","{'x': -9.5625, 'y': -19.5, 'z': -37.5625}",2
26651,1650215077.195,"19:04:37,195000",3148,4967,873,0.015,0.063,-0.003,56,4,955,"{'x': 0, 'y': 0.0625, 'z': 0}","{'x': 0.75, 'y': 7.875, 'z': -16.6875}",2
26660,1650215077.266,"19:04:37,266000",1997,6870,1433,2.625,0.012,-0.048,45,92,1023,"{'x': 3.6875, 'y': -4.9375, 'z': 41}","{'x': -11.5, 'y': -19.0625, 'z': -39.1875}",2
26651,1650215077.361,"19:04:37,361000",3152,4964,878,0.015,0.063,-0.003,57,2,954,"{'x': -0.0625, 'y': 0.25, 'z': 0.125}","{'x': 1.1875, 'y': 7.1875, 'z': -16.25}",2
26660,1650215077.443,"19:04:37,443000",1880,6843,1432,2.524,0.013,-0.037,-49,117,689,"{'x': 23.0625, 'y': 7.4375, 'z': 32.4375}","{'x': -14.375, 'y': -16.1875, 'z': -36.75}",2
26651,1650215077.518,"19:04:37,518000",3149,4964,891,0.015,0.063,-0.003,55,3,954,"{'x': -0.25, 'y': 0.1875, 'z': -0.125}","{'x': 1.1875, 'y': 7.1875, 'z': -16.6875}",2
26660,1650215077.598,"19:04:37,598000",1760,6804,1421,2.424,0.02,-0.01,-37,78,843,"{'x': 17, 'y': 2.5, 'z': 42.25}","{'x': -15.875, 'y': -14.25, 'z': -38.75}",2
26651,1650215077.679,"19:04:37,679000",3149,4963,897,0.015,0.063,-0.003,56,2,953,"{'x': -0.125, 'y': 0, 'z': 0.0625}","{'x': 0.375, 'y': 7.875, 'z': -16.25}",2
26651,1650215077.852,"19:04:37,852000",3149,4963,898,0.015,0.063,-0.003,56,1,952,"{'x': 0.125, 'y': -0.0625, 'z': -0.0625}","{'x': 1.5625, 'y': 6.75, 'z': -16.6875}",2
26660,1650215077.944,"19:04:37,944000",1535,6704,1394,2.278,0.013,-0.052,22,-31,1085,"{'x': -20.4375, 'y': 3.625, 'z': 11.5625}","{'x': -17.6875, 'y': -15, 'z': -38.375}",2
26651,1650215078.034,"19:04:38,034000",3148,4965,872,0.015,0.063,-0.003,56,2,957,"{'x': -0.125, 'y': 0.1875, 'z': -0.125}","{'x': 1.1875, 'y': 7.5625, 'z': -15.875}",2
26660,1650215078.114,"19:04:38,114000",1465,6648,1381,2.255,0,-0.05,-19,23,896,"{'x': -19.1875, 'y': 9.3125, 'z': 11.6875}","{'x': -17, 'y': -14.25, 'z': -39.1875}",2
26651,1650215078.195,"19:04:38,195000",3146,4965,879,0.015,0.063,-0.003,57,2,954,"{'x': -0.125, 'y': 0.125, 'z': -0.0625}","{'x': 0.75, 'y': 9.0625, 'z': -16.6875}",2
26660,1650215078.267,"19:04:38,267000",1389,6582,1370,2.205,0.005,-0.036,-35,108,889,"{'x': -4.4375, 'y': -4.375, 'z': 21.625}","{'x': -17.375, 'y': -12, 'z': -39.25}",2
26651,1650215078.354,"19:04:38,354000",3146,4968,883,0.015,0.063,-0.003,56,2,952,"{'x': -0.1875, 'y': 0.0625, 'z': -0.125}","{'x': 0.375, 'y': 7.1875, 'z': -17.5625}",2
26660,1650215078.444,"19:04:38,444000",1306,6502,1378,2.13,0.012,-0.025,-19,67,1042,"{'x': 9.5625, 'y': 7.875, 'z': 31.125}","{'x': -19.1875, 'y': -10.875, 'z': -39.6875}",2
26651,1650215078.528,"19:04:38,528000",3155,4970,901,0.015,0.063,-0.003,56,1,952,"{'x': -0.125, 'y': 0.0625, 'z': -0.0625}","{'x': 0.75, 'y': 8.25, 'z': -16.6875}",2
26651,1650215078.688,"19:04:38,688000",3153,4972,904,0.015,0.063,-0.003,57,1,955,"{'x': -0.1875, 'y': 0.0625, 'z': -0.0625}","{'x': 0.75, 'y': 7.1875, 'z': -16.25}",2
26660,1650215078.763,"19:04:38,763000",1230,6407,1367,1.877,0.026,-0.016,-25,-41,1070,"{'x': -1, 'y': -7.375, 'z': 52.4375}","{'x': -21, 'y': -7.1875, 'z': -39.25}",2
26651,1650215078.843,"19:04:38,843000",3157,4970,924,0.015,0.063,-0.003,59,2,955,"{'x': -0.125, 'y': 0, 'z': 0}","{'x': -0.375, 'y': 7.5625, 'z': -15.875}",2
26660,1650215078.927,"19:04:38,927000",1151,6304,1365,1.753,0.024,-0.032,12,77,937,"{'x': -8.25, 'y': -0.9375, 'z': 41.1875}","{'x': -21.375, 'y': -4.5625, 'z': -38.5625}",2
26651,1650215079.006,"19:04:39,006000",3161,4969,919,0.015,0.063,-0.003,57,1,955,"{'x': 0.0625, 'y': 0, 'z': -0.125}","{'x': 0.75, 'y': 8.25, 'z': -16.25}",2
26651,1650215079.161,"19:04:39,161000",3158,4969,927,0.015,0.063,-0.003,57,-1,953,"{'x': -0.25, 'y': 0, 'z': -0.125}","{'x': 0.75, 'y': 7.875, 'z': -15.375}",2
26660,1650215079.251,"19:04:39,251000",1085,6187,1321,1.61,0.036,-0.05,29,39,869,"{'x': -18.0625, 'y': 11.3125, 'z': 21.75}","{'x': -22.875, 'y': -1.5625, 'z': -38.5625}",2
26651,1650215079.325,"19:04:39,325000",3165,4968,932,0.015,0.063,-0.003,56,2,956,"{'x': 0.125, 'y': 0, 'z': 0}","{'x': 1.1875, 'y': 7.875, 'z': -16.25}",2
26660,1650215079.403,"19:04:39,403000",1018,6068,1319,1.542,0.031,-0.034,58,116,857,"{'x': 4.1875, 'y': -2.9375, 'z': 22.875}","{'x': -21.75, 'y': 1.6875, 'z': -38.5}",2
26651,1650215079.493,"19:04:39,493000",3166,4967,940,0.015,0.063,-0.003,54,1,956,"{'x': 0.3125, 'y': 0, 'z': 0}","{'x': 0.75, 'y': 7.5625, 'z': -15.875}",2
26651,1650215079.682,"19:04:39,682000",3166,4969,939,0.015,0.063,-0.003,58,1,953,"{'x': 0.0625, 'y': -0.0625, 'z': 0.0625}","{'x': 0, 'y': 8.25, 'z': -17.0625}",2
26651,1650215079.881,"19:04:39,881000",3171,4967,923,0.015,0.063,-0.003,56,3,955,"{'x': 0, 'y': 0.0625, 'z': -0.0625}","{'x': 0.375, 'y': 7.5625, 'z': -17.5625}",2
26660,1650215079.951,"19:04:39,951000",1018,6068,1319,1.214,0.031,-0.045,10,83,905,"{'x': 12.75, 'y': -4.5, 'z': 33.25}","{'x': -19.5, 'y': 7, 'z': -39.875}",2
26651,1650215080.021,"19:04:40,021000",3172,4968,918,0.015,0.063,-0.003,55,3,953,"{'x': 0, 'y': 0.125, 'z': 0}","{'x': 0.375, 'y': 7.5625, 'z': -16.25}",2
26660,1650215080.101,"19:04:40,101000",992,5932,1322,1.152,0.031,-0.046,-12,104,973,"{'x': -0.8125, 'y': -1.75, 'z': 22.8125}","{'x': -19.1875, 'y': 8.0625, 'z': -39.875}",2
26651,1650215080.173,"19:04:40,173000",3173,4968,925,0.015,0.063,-0.003,57,1,955,"{'x': -0.125, 'y': 0.125, 'z': 0}","{'x': 0.75, 'y': 7.5625, 'z': -16.6875}",2
26660,1650215080.253,"19:04:40,253000",978,5792,1321,1.124,0.043,-0.085,77,181,873,"{'x': 16.0625, 'y': 0.0625, 'z': -0.375}","{'x': -19.5625, 'y': 8.5, 'z': -39.875}",2
26651,1650215080.33,"19:04:40,330000",3173,4966,936,0.015,0.063,-0.003,57,1,955,"{'x': -0.125, 'y': 0.1875, 'z': 0.0625}","{'x': 0.75, 'y': 7.875, 'z': -16.6875}",2
26660,1650215080.412,"19:04:40,412000",968,5648,1314,1.124,0.025,-0.087,32,147,750,"{'x': 3.375, 'y': 10.375, 'z': -1.875}","{'x': -18.875, 'y': 8.5, 'z': -39.1875}",2
26651,1650215080.495,"19:04:40,495000",3174,4966,951,0.015,0.063,-0.003,56,2,954,"{'x': -0.125, 'y': 0, 'z': 0}","{'x': 0.75, 'y': 7.875, 'z': -16.6875}",2
26660,1650215080.574,"19:04:40,574000",966,5504,1319,1.097,0.026,-0.075,25,95,902,"{'x': 5.8125, 'y': -4.125, 'z': 8.25}","{'x': -18.375, 'y': 8.0625, 'z': -39.5625}",2
26651,1650215080.644,"19:04:40,644000",3177,4963,968,0.015,0.063,-0.003,56,2,958,"{'x': 0.125, 'y': -0.0625, 'z': 0.125}","{'x': 0, 'y': 6.75, 'z': -17.5625}",2
